entity,class,kb_id,link_confidence,mentions
neuromelanin,GENE_OR_GENE_PRODUCT,C0068608,1.0,1
Retinal Ganglion Cells,TISSUE,C0035316,1.0,1
High Density Lipoproteins,PATHOLOGICAL_FORMATION,C0023821,1.0,1
Kynurenine,SIMPLE_CHEMICAL,C0022818,1.0,1
Kynurenic Acid,SIMPLE_CHEMICAL,C0022816,1.0,1
Quinolinic Acid,SIMPLE_CHEMICAL,C0072879,0.9999999403953552,1
CYTOCHROME C OXIDASE,GENE_OR_GENE_PRODUCT,C0010760,1.0,1
Cathepsins,GENE_OR_GENE_PRODUCT,C0007428,1.0,1
Cattle,ORGANISM,C0007452,1.0,1
Endosomes,CELLULAR_COMPONENT,C0034850,1.0,1
"Chromosomes, Human, Pair 21",CELLULAR_COMPONENT,C0008664,1.0,1
Malignant Fibrous Histiocytoma,ORGANISM,C0334463,1.0,1
SUMO1 gene,GENE_OR_GENE_PRODUCT,C1539895,1.0,1
Urodela,ORGANISM,C0042058,0.8340644836425781,1
Globus Pallidus,ORGAN,C0017651,1.0,1
calcium ion,SIMPLE_CHEMICAL,C0596235,1.0,1
glial cytoplasmic inclusion,CELLULAR_COMPONENT,C3548440,0.9544697999954224,1
Autophagosome,CELLULAR_COMPONENT,C3887595,1.0,1
Autophagic vaculoes (finding),CELLULAR_COMPONENT,C0544966,1.0,1
Mitochondrial Membranes,CELLULAR_COMPONENT,C0596952,1.0,1
Plasma membrane,CELLULAR_COMPONENT,C0007603,1.0,1
Brain Stem,CANCER,C0006121,0.7533074021339417,1
green tea extract,GENE_OR_GENE_PRODUCT,C1704263,1.0,1
epigallocatechin gallate,SIMPLE_CHEMICAL,C0059438,1.0,1
Ladostigil,SIMPLE_CHEMICAL,C1609818,0.9999998807907104,1
rivastigmine,SIMPLE_CHEMICAL,C0649350,1.0,1
(N-propargyl-(3R) and (3S) aminoindan-5-yl)-ethyl methyl carbamate,SIMPLE_CHEMICAL,C1310986,0.9999998807907104,1
Bad,GENE_OR_GENE_PRODUCT,C0205169,1.0,1
BAX gene,GENE_OR_GENE_PRODUCT,C0812198,1.0,1
Neuroblastoma,CANCER,C0027819,1.0,1
SNCG gene,GENE_OR_GENE_PRODUCT,C1335851,0.842490553855896,1
ibuprofen,SIMPLE_CHEMICAL,C0020740,1.0,1
Peroxisome Proliferator-Activated Receptors,GENE_OR_GENE_PRODUCT,C0166418,1.0,1
"UBE2L3 protein, human",GENE_OR_GENE_PRODUCT,C0753687,1.0,1
UBE2E2 gene,GENE_OR_GENE_PRODUCT,C1421277,1.0,1
pioglitazone,SIMPLE_CHEMICAL,C0071097,1.0,1
minocycline,SIMPLE_CHEMICAL,C0026187,1.0,1
interferon-gamma binding,GENE_OR_GENE_PRODUCT,C1149181,0.8932565450668335,1
caspase-8,GENE_OR_GENE_PRODUCT,C0667830,0.9999998807907104,1
aluminum cation,SIMPLE_CHEMICAL,C2346726,1.0,1
Pityriasis Rubra Pilaris,GENE_OR_GENE_PRODUCT,C0032027,0.9999999403953552,1
House mice,ORGANISM,C0025914,1.0,1
Extrapyramidal Disorders,PATHOLOGICAL_FORMATION,C0015371,1.0,1
ferulic acid,SIMPLE_CHEMICAL,C0060291,1.0,1
Biliverdine,SIMPLE_CHEMICAL,C0005446,1.0,1
Senile Plaques,GENE_OR_GENE_PRODUCT,C0333463,0.9999998807907104,1
Myelin,GENE_OR_GENE_PRODUCT,C0026969,1.0,1
zidovudine,SIMPLE_CHEMICAL,C0043474,1.0,1
"Myocytes, Cardiac",CELL,C0225828,1.0,1
Heart,ORGAN,C0018787,0.9999999403953552,1
Gonadotropins,GENE_OR_GENE_PRODUCT,C0018061,1.0,1
Apolipoprotein E3,GENE_OR_GENE_PRODUCT,C0052199,1.0,1
Enteric Nervous System,ORGANISM_SUBDIVISION,C0206111,0.82672119140625,1
Gastrointestinal tract structure,CANCER,C0017189,1.0,1
Metalloproteins,GENE_OR_GENE_PRODUCT,C0025544,0.8323769569396973,1
epoxomicin,SIMPLE_CHEMICAL,C0656383,1.0,1
naproxen,SIMPLE_CHEMICAL,C0027396,1.0,1
celecoxib,SIMPLE_CHEMICAL,C0538927,1.0,1
rofecoxib,SIMPLE_CHEMICAL,C0762662,1.0,1
amantadine,SIMPLE_CHEMICAL,C0002403,1.0,1
N-Methyl-D-Aspartate Receptors,GENE_OR_GENE_PRODUCT,C0080093,0.9999998807907104,1
Antioxidants,SIMPLE_CHEMICAL,C0003402,1.0,1
Allocortex,ORGANISM,C2331343,0.9999999403953552,1
Gyrus Cinguli,PATHOLOGICAL_FORMATION,C0018427,0.9999999403953552,1
Adrenal Medulla,CANCER,C0001629,0.7109697461128235,1
Cell Nucleus,CELLULAR_COMPONENT,C0007610,1.0,1
immunoglobulin G,GENE_OR_GENE_PRODUCT,C0020852,1.0,1
Reactive Oxygen Metabolite Measurement,SIMPLE_CHEMICAL,C4048784,0.8307108879089355,1
Lipid Peroxides,SIMPLE_CHEMICAL,C0023776,1.0,1
Leukocytes,CELL,C0023516,0.9999999403953552,1
"PSEN2 protein, human",GENE_OR_GENE_PRODUCT,C1311406,1.0,1
"Nuclear Receptor Subfamily 4, Group A, Member 2",GENE_OR_GENE_PRODUCT,C2720177,1.0,1
Catechol O-Methyltransferase,GENE_OR_GENE_PRODUCT,C0007407,1.0,1
S-adenosylmethionine,SIMPLE_CHEMICAL,C0036002,1.0,1
folate,SIMPLE_CHEMICAL,C0178638,0.9999998807907104,1
"LCN2 protein, human",GENE_OR_GENE_PRODUCT,C0215955,1.0,1
Corpus Callosum,MULTI_TISSUE_STRUCTURE,C0010090,1.0,1
leuprolide acetate,SIMPLE_CHEMICAL,C0700596,1.0,1
Heme Oxygenase (Decyclizing),GENE_OR_GENE_PRODUCT,C0018969,1.0,1
Tumeric,ORGANISM_SUBSTANCE,C0041356,0.9999999403953552,1
History of present illness (finding),GENE_OR_GENE_PRODUCT,C0262512,1.0,1
Glutathione Reductase,GENE_OR_GENE_PRODUCT,C0017824,1.0,1
NADPH Oxidase,GENE_OR_GENE_PRODUCT,C0068355,1.0,1
Cardiovascular system,ANATOMICAL_SYSTEM,C0007226,0.9999999403953552,1
Methylmercury Compounds,SIMPLE_CHEMICAL,C0025794,1.0,1
Amyloid Fibrils,GENE_OR_GENE_PRODUCT,C1449651,1.0,1
Reactive Nitrogen Species,SIMPLE_CHEMICAL,C0969698,0.9999998807907104,1
Amyloid beta-Protein Precursor,GENE_OR_GENE_PRODUCT,C0085151,1.0,1
Blood Platelets,CELL,C0005821,1.0,1
Homo sapiens,ORGANISM,C0086418,1.0,1
Subventricular Zone,MULTI_TISSUE_STRUCTURE,C3498657,1.0,1
Lateral ventricle structure,MULTI_TISSUE_STRUCTURE,C0152279,1.0,1
Tauopathies,ORGANISM,C0949664,1.0,1
Thalamic structure,ORGANISM,C0039729,1.0,1
Limbic lobe,ANATOMICAL_SYSTEM,C0458337,0.7838686108589172,1
SNCAIP gene,GENE_OR_GENE_PRODUCT,C1420277,1.0,1
Gamma synuclein,GENE_OR_GENE_PRODUCT,C0753208,1.0,1
glutamic acid,SIMPLE_CHEMICAL,C0061472,1.0,1
Tissue membrane,CELLULAR_COMPONENT,C0025255,1.0,1
Antipsychotic Agents,SIMPLE_CHEMICAL,C0040615,1.0,1
colfosceril palmitate,SIMPLE_CHEMICAL,C0216971,1.0,1
Artificial nanoparticles,SIMPLE_CHEMICAL,C1450054,0.779627799987793,1
Immune Cell,CELL,C4330475,0.8275519013404846,1
PSMC2 gene,GENE_OR_GENE_PRODUCT,C1419021,1.0,1
PSMD1 gene,GENE_OR_GENE_PRODUCT,C1419027,1.0,1
Mandibular left second premolar tooth,GENE_OR_GENE_PRODUCT,C0227059,0.9999999403953552,1
Kainate,SIMPLE_CHEMICAL,C0205812,0.9999999403953552,1
TNF-related apoptosis-inducing ligand,GENE_OR_GENE_PRODUCT,C0385242,1.0,1
"TNFSF10 protein, human",GENE_OR_GENE_PRODUCT,C1143949,1.0,1
Angiotensinogen,GENE_OR_GENE_PRODUCT,C0003017,1.0,1
angiotensin II,GENE_OR_GENE_PRODUCT,C0003009,1.0,1
secretase,GENE_OR_GENE_PRODUCT,C0171484,1.0,1
SUCLA2 gene,GENE_OR_GENE_PRODUCT,C1420510,1.0,1
lysosomal,SIMPLE_CHEMICAL,C0521450,1.0,1
iproplatin,GENE_OR_GENE_PRODUCT,C0057856,1.0,1
Heat-Shock Proteins 70,GENE_OR_GENE_PRODUCT,C0243043,1.0,1
safinamide,SIMPLE_CHEMICAL,C1098261,1.0,1
creatine,SIMPLE_CHEMICAL,C0010286,0.9999999403953552,1
adenosine,SIMPLE_CHEMICAL,C0001443,1.0,1
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,GENE_OR_GENE_PRODUCT,C0051318,1.0,1
streptozocin,GENE_OR_GENE_PRODUCT,C0038432,1.0,1
Choline O-Acetyltransferase,SIMPLE_CHEMICAL,C0008407,1.0,1
acetylcholine,GENE_OR_GENE_PRODUCT,C0001041,1.0,1
1-Methyl-4-phenylpyridinium,SIMPLE_CHEMICAL,C0000098,1.0,1
SOD2 gene,GENE_OR_GENE_PRODUCT,C1420307,1.0,1
Blood,ORGANISM_SUBSTANCE,C0005767,1.0,1
Prealbumin,GENE_OR_GENE_PRODUCT,C0032923,1.0,1
macular,TISSUE,C0332574,1.0,1
Lipofuscin,SIMPLE_CHEMICAL,C0023789,1.0,1
NEFH gene,GENE_OR_GENE_PRODUCT,C1417666,0.9610124826431274,1
NEFL gene,GENE_OR_GENE_PRODUCT,C1417668,0.9525257349014282,1
CDK5R2 gene,GENE_OR_GENE_PRODUCT,C1413286,1.0,1
Myelin Associated Glycoprotein,GENE_OR_GENE_PRODUCT,C0129439,0.9999999403953552,1
Stearoyl-CoA Desaturase,GENE_OR_GENE_PRODUCT,C0038233,1.0,1
serine,AMINO_ACID,C0036720,1.0,1
methionine,SIMPLE_CHEMICAL,C0025646,1.0,1
Immunoglobulin Fv Fragments,GENE_OR_GENE_PRODUCT,C3489397,0.702517032623291,1
Synucleins,GENE_OR_GENE_PRODUCT,C0165073,1.0,1
Ketoglutarate Dehydrogenase Complex,GENE_OR_GENE_PRODUCT,C0022626,1.0,1
superoxide dismutase 2,GENE_OR_GENE_PRODUCT,C0968147,1.0,1
8-Hydroxy-2'-Deoxyguanosine,SIMPLE_CHEMICAL,C0050078,0.9176540970802307,1
Structure of precuneus,CELLULAR_COMPONENT,C0152306,1.0,1
Posterior Cingulate Cortex,MULTI_TISSUE_STRUCTURE,C0175191,0.9999999403953552,1
BACE1 gene,GENE_OR_GENE_PRODUCT,C1412727,1.0,1
Transforming Growth Factor beta,GENE_OR_GENE_PRODUCT,C0040690,1.0,1
PKCepsilon,GENE_OR_GENE_PRODUCT,C2261578,1.0,1
Cholinergic Neurons,ORGANISM,C2333949,1.0,1
"MMP3 protein, human",SIMPLE_CHEMICAL,C1723257,0.7157456874847412,1
lactacystin,SIMPLE_CHEMICAL,C0125179,1.0,1
tyrosine,AMINO_ACID,C0041485,1.0,1
Transferrin,GENE_OR_GENE_PRODUCT,C0040679,1.0,1
"ATP7A protein, human",GENE_OR_GENE_PRODUCT,C0216162,1.0,1
ATP7B gene,GENE_OR_GENE_PRODUCT,C1412689,0.9999999403953552,1
SEPTIN4 gene,GENE_OR_GENE_PRODUCT,C1539747,1.0,1
SEPTIN5 gene,GENE_OR_GENE_PRODUCT,C1539748,1.0,1
SEPTIN7 gene,GENE_OR_GENE_PRODUCT,C1539749,1.0,1
SEPTIN8 gene,GENE_OR_GENE_PRODUCT,C1424343,1.0,1
Superoxides,SIMPLE_CHEMICAL,C0038836,1.0,1
Cingulate Cortex,CANCER,C0598179,1.0,1
ras Oncogene,GENE_OR_GENE_PRODUCT,C0034678,1.0,1
RANTES,GENE_OR_GENE_PRODUCT,C0072978,1.0,1
Monocyte Chemoattractant Protein-1,GENE_OR_GENE_PRODUCT,C0128897,1.0,1
CCR2 gene,GENE_OR_GENE_PRODUCT,C1413188,1.0,1
CCR5 gene,GENE_OR_GENE_PRODUCT,C1332700,1.0,1
"MAPK8 protein, human",GENE_OR_GENE_PRODUCT,C5441984,1.0,1
Granulovacuolar degeneration,CELLULAR_COMPONENT,C0333454,0.8378126621246338,1
JNK Mitogen-Activated Protein Kinases,GENE_OR_GENE_PRODUCT,C0248813,1.0,1
MAPK14 gene,GENE_OR_GENE_PRODUCT,C1366876,1.0,1
caspase-9,GENE_OR_GENE_PRODUCT,C0910167,1.0,1
caspase-7,GENE_OR_GENE_PRODUCT,C0537969,0.9999999403953552,1
Thioflavine S stain method,GENE_OR_GENE_PRODUCT,C1294425,0.7498993277549744,1
Oligodendroglia,CELL,C0028944,1.0,1
Beta-Carbolines,SIMPLE_CHEMICAL,C0005197,1.0,1
PAWR gene,GENE_OR_GENE_PRODUCT,C1335191,1.0,1
TP53 gene,GENE_OR_GENE_PRODUCT,C0079419,1.0,1
Central Nervous System Neoplasms,CANCER,C0085136,1.0,1
protein disulfide isomerase activity,GENE_OR_GENE_PRODUCT,C1150347,0.7906268835067749,1
HYOU1 gene,GENE_OR_GENE_PRODUCT,C1333935,0.8096362352371216,1
"Plaque, Amyloid",GENE_OR_GENE_PRODUCT,C2936349,1.0,1
Neurites,CELL,C0085103,1.0,1
Motor Neurons,GENE_OR_GENE_PRODUCT,C0026609,0.9321531057357788,1
quetiapine,SIMPLE_CHEMICAL,C0123091,0.9999999403953552,1
Argyrophilic inclusion bodies,SIMPLE_CHEMICAL,C4021022,0.701961100101471,1
Medulla Oblongata,MULTI_TISSUE_STRUCTURE,C0025148,1.0,1
Parahippocampal Gyrus,CANCER,C0228249,1.0,1
Parietal Lobe,PATHOLOGICAL_FORMATION,C0030560,1.0,1
Rails (Medical Device),GENE_OR_GENE_PRODUCT,C0182647,0.7827116847038269,1
vesicle membrane,CELLULAR_COMPONENT,C1167317,0.7155579328536987,1
epibatidine,SIMPLE_CHEMICAL,C0219269,1.0,1
NEDD8 gene,GENE_OR_GENE_PRODUCT,C1417663,1.0,1
Liver,ORGAN,C0023884,1.0,1
Peptides,GENE_OR_GENE_PRODUCT,C0030956,0.7379772663116455,1
glucose oxidase,SIMPLE_CHEMICAL,C0017735,1.0,1
oxygen,SIMPLE_CHEMICAL,C0030054,1.0,1
multicatalytic endopeptidase complex,SIMPLE_CHEMICAL,C0208355,0.8116034865379333,1
dactinomycin,SIMPLE_CHEMICAL,C0010934,1.0,1
Catecholamines,SIMPLE_CHEMICAL,C0007412,1.0,1
Myofibrils,CELLULAR_COMPONENT,C0027075,1.0,1
Skeletal muscle structure,TISSUE,C0242692,1.0,1
24-hydroxycholesterol,SIMPLE_CHEMICAL,C0208133,1.0,1
CYP46A1 gene,GENE_OR_GENE_PRODUCT,C1413885,0.9999999403953552,1
simvastatin,SIMPLE_CHEMICAL,C0074554,1.0,1
Bile fluid,SIMPLE_CHEMICAL,C0005388,1.0,1
Kidney,ORGAN,C0022646,1.0,1
nicotine,SIMPLE_CHEMICAL,C0028040,1.0,1
Tobacco,ORGANISM,C0040329,1.0,1
